year,,year,donor,recipient,amount
2004,3872,2004,Switzerland,Thailand,2169506.0
2004,3850,2004,Sweden,Poland,2074257.0
2004,3648,2004,Belgium,Chile,2068801.0
2004,3798,2004,Netherlands,Poland,2024672.0
2004,3726,2004,Germany,Saudi Arabia,2003520.0
2004,3822,2004,Norway,Thailand,1833783.0
2004,3855,2004,Sweden,Thailand,1620913.0
2004,3628,2004,Austria,Brazil,1515868.0
2004,3746,2004,Italy,Chile,1499973.0
2004,3698,2004,France,Kuwait,1381342.0
2004,3663,2004,Canada,Chile,1255688.0
2004,3857,2004,Switzerland,Chile,1142743.0
2004,3625,2004,Australia,South Africa,987699.0
2004,3843,2004,Spain,Thailand,940023.0
2004,3656,2004,Belgium,Poland,924110.0
2004,3619,2004,Australia,Colombia,917150.0
2004,3644,2004,Austria,South Africa,897012.0
2004,3804,2004,Netherlands,Thailand,836261.0
2004,3758,2004,Italy,Thailand,801652.0
2004,3842,2004,Spain,South Africa,634055.0
2004,3680,2004,Finland,Colombia,628489.0
2004,3630,2004,Austria,Colombia,593645.0
2004,3878,2004,United Kingdom,Thailand,550588.0
2004,3617,2004,Australia,Brazil,464799.0
2004,3646,2004,Austria,Thailand,463995.0
2004,3623,2004,Australia,Korea,409437.0
2004,3636,2004,Austria,Korea,406288.0
2004,3766,2004,Japan,Kuwait,403872.0
2004,3788,2004,Netherlands,Brazil,398216.0
2004,3789,2004,Netherlands,Chile,293661.0
2004,3891,2004,United States,Saudi Arabia,260014.0
2004,3867,2004,Switzerland,Poland,250280.0
2004,3819,2004,Norway,Poland,149419.0
2004,3720,2004,Germany,Kuwait,129498.0
2004,3679,2004,Finland,Chile,125509.0
2004,3813,2004,Norway,Chile,99331.0
2004,3629,2004,Austria,Chile,90286.0
2004,3800,2004,Netherlands,Saudi Arabia,87311.0
2004,3661,2004,Belgium,Thailand,82660.0
2004,3618,2004,Australia,Chile,62250.0
2004,3874,2004,United Kingdom,Colombia,57059.0
2004,3641,2004,Austria,Saudi Arabia,56429.0
2004,3864,2004,Switzerland,Korea,48835.0
2004,3795,2004,Netherlands,Kuwait,29108.0
2004,3685,2004,Finland,Poland,14120.0
2004,3753,2004,Italy,Poland,13189.0
2005,3973,2005,Japan,India,1588017908.0
2005,4039,2005,United States,Colombia,834363578.0
2005,4035,2005,United Kingdom,India,773553562.0
2005,3976,2005,Japan,Thailand,498657046.0
2005,3946,2005,Germany,India,432347509.0
2005,3970,2005,Japan,Brazil,420256292.0
2005,4040,2005,United States,India,221036822.0
2005,4042,2005,United States,South Africa,184701985.0
2005,3994,2005,Netherlands,South Africa,154783800.0
2005,3943,2005,Germany,Brazil,138798918.0
2005,3948,2005,Germany,South Africa,133541278.0
2005,3941,2005,France,South Africa,131550230.0
2005,3949,2005,Germany,Thailand,85785507.0
2005,3928,2005,Denmark,South Africa,77673001.0
2005,4037,2005,United States,Brazil,62310967.0
2005,4017,2005,Spain,Colombia,47953462.0
2005,4036,2005,United Kingdom,South Africa,46624350.0
2005,3936,2005,France,Brazil,46274381.0
2005,3967,2005,Italy,India,46142242.0
2005,4043,2005,United States,Thailand,44854869.0
2005,3992,2005,Netherlands,India,41503733.0
2005,4006,2005,Norway,South Africa,35545365.0
2005,3939,2005,France,India,32608446.0
2005,3991,2005,Netherlands,Colombia,31381187.0
2005,3945,2005,Germany,Colombia,29095567.0
2005,4023,2005,Sweden,Colombia,28899016.0
2005,3942,2005,France,Thailand,28205849.0
2005,3944,2005,Germany,Chile,27021405.0
2005,3927,2005,Denmark,India,24296821.0
2005,3933,2005,Finland,India,24197683.0
2005,3915,2005,Belgium,South Africa,23755380.0
2005,4030,2005,Switzerland,India,23435806.0
2005,3920,2005,Canada,India,23134804.0
2005,4031,2005,Switzerland,South Africa,23097257.0
2005,3929,2005,Denmark,Thailand,22834037.0
2005,3934,2005,Finland,South Africa,22630680.0
2005,3975,2005,Japan,South Africa,21538026.0
2005,3938,2005,France,Colombia,21319894.0
2005,4024,2005,Sweden,India,20498029.0
2005,4025,2005,Sweden,South Africa,20278171.0
2005,4005,2005,Norway,India,19172942.0
2005,3901,2005,Australia,India,17150819.0
2005,4007,2005,Norway,Thailand,16785844.0
2005,3972,2005,Japan,Colombia,16627909.0
2005,3921,2005,Canada,South Africa,15751702.0
2005,3971,2005,Japan,Chile,15064763.0
2005,4026,2005,Sweden,Thailand,14327966.0
2005,4018,2005,Spain,India,14284841.0
2005,3922,2005,Canada,Thailand,13940616.0
2005,3937,2005,France,Chile,13800896.0
2005,3914,2005,Belgium,India,13052345.0
2005,4029,2005,Switzerland,Colombia,12868745.0
2005,4015,2005,Spain,Brazil,12698168.0
2005,3964,2005,Italy,Brazil,12420847.0
2005,3907,2005,Austria,India,11132138.0
2005,4004,2005,Norway,Colombia,10570435.0
2005,3919,2005,Canada,Colombia,8479704.0
2005,3974,2005,Japan,Saudi Arabia,6655670.0
2005,3903,2005,Australia,Thailand,6079796.0
2005,3968,2005,Italy,South Africa,5678585.0
2005,3911,2005,Belgium,Brazil,5648597.0
2005,4032,2005,Switzerland,Thailand,5637310.0
2005,4016,2005,Spain,Chile,5163374.0
2005,4021,2005,Sweden,Brazil,5010770.0
2005,4027,2005,Switzerland,Brazil,4627729.0
2005,3902,2005,Australia,South Africa,4262873.0
2005,3995,2005,Netherlands,Thailand,4169651.0
2005,3917,2005,Canada,Brazil,3158723.0
2005,3913,2005,Belgium,Colombia,3126782.0
2005,4038,2005,United States,Chile,2826031.0
2005,3904,2005,Austria,Brazil,2685001.0
2005,3969,2005,Italy,Thailand,2441613.0
2005,3912,2005,Belgium,Chile,2429672.0
2005,3966,2005,Italy,Colombia,2256711.0
2005,3918,2005,Canada,Chile,2151617.0
2005,3932,2005,Finland,Colombia,2010664.0
2005,3906,2005,Austria,Colombia,1804538.0
2005,4034,2005,United Kingdom,Colombia,1699687.0
2005,3940,2005,France,Saudi Arabia,1572896.0
2005,4002,2005,Norway,Brazil,1379449.0
2005,3935,2005,Finland,Thailand,1331587.0
2005,4028,2005,Switzerland,Chile,1230002.0
2005,3910,2005,Austria,Thailand,1173874.0
2005,3989,2005,Netherlands,Brazil,1066952.0
2005,3900,2005,Australia,Colombia,969377.0
2005,4020,2005,Spain,Thailand,948418.0
2005,3909,2005,Austria,South Africa,901180.0
2005,4022,2005,Sweden,Chile,809864.0
2005,3965,2005,Italy,Chile,792390.0
2005,4019,2005,Spain,South Africa,498756.0
2005,4041,2005,United States,Saudi Arabia,472706.0
2005,4033,2005,United Kingdom,Brazil,466070.0
2005,3930,2005,Finland,Brazil,418062.0
2005,3898,2005,Australia,Brazil,360206.0
2005,3947,2005,Germany,Saudi Arabia,354853.0
2005,3926,2005,Denmark,Colombia,341916.0
2005,3931,2005,Finland,Chile,319438.0
2005,3916,2005,Belgium,Thailand,272500.0
2005,4003,2005,Norway,Chile,201800.0
2005,3905,2005,Austria,Chile,126194.0
2005,3899,2005,Australia,Chile,104619.0
2005,3993,2005,Netherlands,Saudi Arabia,58075.0
2005,3908,2005,Austria,Saudi Arabia,47690.0
2005,3990,2005,Netherlands,Chile,40313.0
2006,4121,2006,Japan,India,2154595558.0
2006,4191,2006,United States,Colombia,1382620745.0
2006,4187,2006,United Kingdom,India,743242402.0
2006,4094,2006,Germany,India,438578566.0
2006,4194,2006,United States,South Africa,272576685.0
2006,4155,2006,Norway,India,266613201.0
2006,4124,2006,Japan,Thailand,262972845.0
2006,4089,2006,France,South Africa,206573207.0
2006,4128,2006,Korea,India,205362046.0
2006,4192,2006,United States,India,185983561.0
2006,4125,2006,Korea,Brazil,112455623.0
2006,4090,2006,France,Thailand,107696373.0
2006,4091,2006,Germany,Brazil,88887419.0
2006,4118,2006,Japan,Brazil,84428089.0
2006,4096,2006,Germany,South Africa,82896439.0
2006,4084,2006,France,Brazil,66221728.0
2006,4167,2006,Spain,Colombia,64322071.0
2006,4188,2006,United Kingdom,South Africa,55426985.0
2006,4195,2006,United States,Thailand,48868890.0
2006,4189,2006,United States,Brazil,44195363.0
2006,4145,2006,Netherlands,South Africa,40331505.0
2006,4061,2006,Belgium,South Africa,39316429.0
2006,4143,2006,Netherlands,Colombia,38410642.0
2006,4157,2006,Norway,South Africa,33991250.0
2006,4086,2006,France,Colombia,32577101.0
2006,4087,2006,France,India,31422845.0
2006,4093,2006,Germany,Colombia,24175787.0
2006,4068,2006,Canada,South Africa,21862366.0
2006,4165,2006,Spain,Brazil,20458828.0
2006,4066,2006,Canada,India,19241285.0
2006,4175,2006,Sweden,South Africa,17618865.0
2006,4047,2006,Australia,India,16933153.0
2006,4111,2006,Italy,Brazil,16099192.0
2006,4097,2006,Germany,Thailand,15582158.0
2006,4181,2006,Switzerland,South Africa,14522207.0
2006,4085,2006,France,Chile,14379017.0
2006,4154,2006,Norway,Colombia,13766479.0
2006,4082,2006,Finland,South Africa,13551131.0
2006,4173,2006,Sweden,Colombia,13463088.0
2006,4119,2006,Japan,Chile,13110555.0
2006,4180,2006,Switzerland,India,13079280.0
2006,4092,2006,Germany,Chile,12938936.0
2006,4120,2006,Japan,Colombia,12854557.0
2006,4174,2006,Sweden,India,12778237.0
2006,4179,2006,Switzerland,Colombia,11262218.0
2006,4168,2006,Spain,India,10815199.0
2006,4131,2006,Korea,Thailand,9369671.0
2006,4065,2006,Canada,Colombia,9021375.0
2006,4158,2006,Norway,Thailand,8134151.0
2006,4123,2006,Japan,South Africa,8068029.0
2006,4063,2006,Canada,Brazil,7842613.0
2006,4080,2006,Finland,India,7493424.0
2006,4144,2006,Netherlands,India,7259123.0
2006,4060,2006,Belgium,India,6648222.0
2006,4146,2006,Netherlands,Thailand,6643180.0
2006,4122,2006,Japan,Saudi Arabia,6300784.0
2006,4075,2006,Denmark,South Africa,6077431.0
2006,4142,2006,Netherlands,Brazil,5971559.0
2006,4059,2006,Belgium,Colombia,5596677.0
2006,4088,2006,France,Saudi Arabia,5389938.0
2006,4049,2006,Australia,Thailand,5357931.0
2006,4057,2006,Belgium,Brazil,5351552.0
2006,4116,2006,Italy,South Africa,5343222.0
2006,4166,2006,Spain,Chile,5120778.0
2006,4114,2006,Italy,India,4159892.0
2006,4130,2006,Korea,South Africa,4072548.0
2006,4048,2006,Australia,South Africa,3557878.0
2006,4171,2006,Sweden,Brazil,3364963.0
2006,4050,2006,Austria,Brazil,3210487.0
2006,4153,2006,Norway,Brazil,2314051.0
2006,4177,2006,Switzerland,Brazil,2120899.0
2006,4074,2006,Denmark,India,2098183.0
2006,4077,2006,Finland,Brazil,1738927.0
2006,4055,2006,Austria,South Africa,1711569.0
2006,4185,2006,United Kingdom,Brazil,1622908.0
2006,4117,2006,Italy,Thailand,1620727.0
2006,4182,2006,Switzerland,Thailand,1612122.0
2006,4053,2006,Austria,India,1518301.0
2006,4176,2006,Sweden,Thailand,1484038.0
2006,4064,2006,Canada,Chile,1458128.0
2006,4073,2006,Denmark,Colombia,1323269.0
2006,4079,2006,Finland,Colombia,1276962.0
2006,4190,2006,United States,Chile,1261719.0
2006,4083,2006,Finland,Thailand,1261501.0
2006,4095,2006,Germany,Saudi Arabia,1261200.0
2006,4169,2006,Spain,South Africa,1249704.0
2006,4113,2006,Italy,Colombia,1218853.0
2006,4178,2006,Switzerland,Chile,1160536.0
2006,4058,2006,Belgium,Chile,1016378.0
2006,4069,2006,Canada,Thailand,877123.0
2006,4056,2006,Austria,Thailand,814893.0
2006,4170,2006,Spain,Thailand,741017.0
2006,4076,2006,Denmark,Thailand,671284.0
2006,4186,2006,United Kingdom,Colombia,622585.0
2006,4052,2006,Austria,Colombia,618395.0
2006,4046,2006,Australia,Colombia,566325.0
2006,4062,2006,Belgium,Thailand,529310.0
2006,4112,2006,Italy,Chile,466646.0
2006,4193,2006,United States,Saudi Arabia,430456.0
2006,4044,2006,Australia,Brazil,361647.0
2006,4126,2006,Korea,Chile,307082.0
2006,4045,2006,Australia,Chile,281280.0
2006,4127,2006,Korea,Colombia,242770.0
2006,4172,2006,Sweden,Chile,123384.0
2006,4078,2006,Finland,Chile,96091.0
2006,4051,2006,Austria,Chile,89730.0
2006,4054,2006,Austria,Saudi Arabia,39878.0
2006,4081,2006,Finland,Saudi Arabia,38710.0
2006,4156,2006,Norway,Saudi Arabia,22662.0
2006,4115,2006,Italy,Saudi Arabia,15147.0
2006,4129,2006,Korea,Saudi Arabia,13843.0
2006,4067,2006,Canada,Saudi Arabia,5705.0
2007,4273,2007,Japan,India,3042781524.0
2007,4343,2007,United Kingdom,India,1008308097.0
2007,4246,2007,Germany,India,689702999.0
2007,4349,2007,United States,Colombia,439081906.0
2007,4352,2007,United States,South Africa,418480920.0
2007,4275,2007,Japan,South Africa,294933535.0
2007,4280,2007,Korea,India,281343897.0
2007,4350,2007,United States,India,169039646.0
2007,4241,2007,France,South Africa,149800878.0
2007,4236,2007,France,Brazil,127531316.0
2007,4276,2007,Japan,Thailand,91427313.0
2007,4243,2007,Germany,Brazil,90896983.0
2007,4298,2007,Netherlands,Colombia,80980158.0
2007,4270,2007,Japan,Brazil,74568862.0
2007,4245,2007,Germany,Colombia,72350715.0
2007,4244,2007,Germany,Chile,70246283.0
2007,4311,2007,Norway,India,68031614.0
2007,4323,2007,Spain,Colombia,66721366.0
2007,4353,2007,United States,Thailand,61339887.0
2007,4248,2007,Germany,South Africa,38104303.0
2007,4238,2007,France,Colombia,38069845.0
2007,4242,2007,France,Thailand,37414183.0
2007,4300,2007,Netherlands,South Africa,34485340.0
2007,4321,2007,Spain,Brazil,32991247.0
2007,4239,2007,France,India,26951130.0
2007,4328,2007,Sweden,Colombia,23789075.0
2007,4335,2007,Switzerland,India,23482291.0
2007,4308,2007,Norway,Brazil,23166172.0
2007,4220,2007,Canada,South Africa,22050537.0
2007,4347,2007,United States,Brazil,21625119.0
2007,4272,2007,Japan,Colombia,21191182.0
2007,4219,2007,Canada,India,17470670.0
2007,4213,2007,Belgium,South Africa,17016217.0
2007,4264,2007,Italy,Brazil,15230274.0
2007,4310,2007,Norway,Colombia,15145684.0
2007,4249,2007,Germany,Thailand,14655137.0
2007,4237,2007,France,Chile,14442259.0
2007,4271,2007,Japan,Chile,14312004.0
2007,4331,2007,Sweden,Thailand,13961527.0
2007,4336,2007,Switzerland,South Africa,13217359.0
2007,4228,2007,Denmark,South Africa,11899440.0
2007,4268,2007,Italy,South Africa,11826350.0
2007,4218,2007,Canada,Colombia,11795697.0
2007,4324,2007,Spain,India,10740136.0
2007,4234,2007,Finland,South Africa,10462348.0
2007,4283,2007,Korea,Thailand,9319537.0
2007,4334,2007,Switzerland,Colombia,9162995.0
2007,4216,2007,Canada,Brazil,8493258.0
2007,4227,2007,Denmark,India,8295581.0
2007,4240,2007,France,Saudi Arabia,7562073.0
2007,4345,2007,United Kingdom,South Africa,6848265.0
2007,4322,2007,Spain,Chile,6754166.0
2007,4277,2007,Korea,Brazil,6081383.0
2007,4199,2007,Australia,India,5986218.0
2007,4212,2007,Belgium,India,5802327.0
2007,4233,2007,Finland,India,5665136.0
2007,4209,2007,Belgium,Brazil,5396763.0
2007,4274,2007,Japan,Saudi Arabia,5000977.0
2007,4313,2007,Norway,Thailand,4888445.0
2007,4279,2007,Korea,Colombia,4846586.0
2007,4312,2007,Norway,South Africa,4777612.0
2007,4330,2007,Sweden,South Africa,4506970.0
2007,4299,2007,Netherlands,India,4419366.0
2007,4266,2007,Italy,Colombia,4331347.0
2007,4207,2007,Austria,South Africa,4033766.0
2007,4282,2007,Korea,South Africa,3867162.0
2007,4201,2007,Australia,Thailand,3666341.0
2007,4211,2007,Belgium,Colombia,3561907.0
2007,4202,2007,Austria,Brazil,3532595.0
2007,4200,2007,Australia,South Africa,3115226.0
2007,4329,2007,Sweden,India,2638301.0
2007,4332,2007,Switzerland,Brazil,2317774.0
2007,4340,2007,United Kingdom,Brazil,2262207.0
2007,4205,2007,Austria,India,2164088.0
2007,4337,2007,Switzerland,Thailand,1894671.0
2007,4221,2007,Canada,Thailand,1673601.0
2007,4232,2007,Finland,Colombia,1622587.0
2007,4247,2007,Germany,Saudi Arabia,1613597.0
2007,4235,2007,Finland,Thailand,1289116.0
2007,4348,2007,United States,Chile,1282250.0
2007,4333,2007,Switzerland,Chile,1234441.0
2007,4267,2007,Italy,India,1230435.0
2007,4217,2007,Canada,Chile,1202979.0
2007,4229,2007,Denmark,Thailand,1134218.0
2007,4342,2007,United Kingdom,Colombia,1101382.0
2007,4210,2007,Belgium,Chile,996844.0
2007,4327,2007,Sweden,Brazil,994647.0
2007,4325,2007,Spain,South Africa,986810.0
2007,4208,2007,Austria,Thailand,944581.0
2007,4265,2007,Italy,Chile,876946.0
2007,4301,2007,Netherlands,Thailand,754782.0
2007,4309,2007,Norway,Chile,683877.0
2007,4344,2007,United Kingdom,Saudi Arabia,671150.0
2007,4326,2007,Spain,Thailand,662340.0
2007,4198,2007,Australia,Colombia,645401.0
2007,4204,2007,Austria,Colombia,615513.0
2007,4351,2007,United States,Saudi Arabia,597599.0
2007,4214,2007,Belgium,Thailand,413023.0
2007,4196,2007,Australia,Brazil,392883.0
2007,4231,2007,Finland,Chile,379863.0
2007,4296,2007,Netherlands,Brazil,327164.0
2007,4278,2007,Korea,Chile,228381.0
2007,4203,2007,Austria,Chile,198623.0
2007,4346,2007,United Kingdom,Thailand,177841.0
2007,4281,2007,Korea,Saudi Arabia,154080.0
2007,4230,2007,Finland,Brazil,103940.0
2007,4269,2007,Italy,Thailand,85399.0
2007,4297,2007,Netherlands,Chile,66865.0
2007,4206,2007,Austria,Saudi Arabia,61356.0
2007,4197,2007,Australia,Chile,58282.0
2007,4341,2007,United Kingdom,Chile,31714.0
2008,4429,2008,Japan,India,3431798707.0
2008,4500,2008,United States,Colombia,874300563.0
2008,4431,2008,Japan,Thailand,804585351.0
2008,4495,2008,United Kingdom,India,687854536.0
2008,4502,2008,United States,South Africa,585182637.0
2008,4403,2008,Germany,India,561699519.0
2008,4401,2008,Germany,Chile,232746851.0
2008,4426,2008,Japan,Brazil,212373994.0
2008,4404,2008,Germany,South Africa,164481680.0
2008,4501,2008,United States,India,156962561.0
2008,4400,2008,Germany,Brazil,140383890.0
2008,4475,2008,Spain,Colombia,105096961.0
2008,4496,2008,United Kingdom,South Africa,81741777.0
2008,4398,2008,France,South Africa,79732007.0
2008,4394,2008,France,Brazil,79131898.0
2008,4430,2008,Japan,South Africa,59492716.0
2008,4503,2008,United States,Thailand,56580882.0
2008,4402,2008,Germany,Colombia,47956995.0
2008,4498,2008,United States,Brazil,39383583.0
2008,4453,2008,Netherlands,South Africa,38118472.0
2008,4435,2008,Korea,India,32468639.0
2008,4379,2008,Canada,South Africa,31863409.0
2008,4464,2008,Norway,India,28402353.0
2008,4473,2008,Spain,Brazil,27073148.0
2008,4451,2008,Netherlands,Colombia,26475222.0
2008,4481,2008,Sweden,Colombia,26265567.0
2008,4391,2008,Finland,India,26007847.0
2008,4377,2008,Canada,Colombia,25224512.0
2008,4399,2008,France,Thailand,25143677.0
2008,4397,2008,France,India,25070641.0
2008,4396,2008,France,Colombia,23738060.0
2008,4405,2008,Germany,Thailand,21328712.0
2008,4370,2008,Belgium,South Africa,21104597.0
2008,4488,2008,Switzerland,India,19027239.0
2008,4369,2008,Belgium,India,17844193.0
2008,4424,2008,Italy,South Africa,16493537.0
2008,4395,2008,France,Chile,14151895.0
2008,4492,2008,United Kingdom,Brazil,13261527.0
2008,4420,2008,Italy,Brazil,12516465.0
2008,4487,2008,Switzerland,Colombia,12385127.0
2008,4432,2008,Korea,Brazil,12378032.0
2008,4476,2008,Spain,India,11675913.0
2008,4427,2008,Japan,Chile,11517197.0
2008,4428,2008,Japan,Colombia,11326104.0
2008,4461,2008,Norway,Brazil,10226643.0
2008,4375,2008,Canada,Brazil,9977685.0
2008,4463,2008,Norway,Colombia,9735304.0
2008,4386,2008,Denmark,South Africa,9724441.0
2008,4465,2008,Norway,South Africa,8930826.0
2008,4357,2008,Australia,India,8889936.0
2008,4368,2008,Belgium,Colombia,8394391.0
2008,4474,2008,Spain,Chile,8042980.0
2008,4482,2008,Sweden,India,7706839.0
2008,4437,2008,Korea,Thailand,6723637.0
2008,4392,2008,Finland,South Africa,6256746.0
2008,4422,2008,Italy,Colombia,6234696.0
2008,4359,2008,Australia,Thailand,5845854.0
2008,4378,2008,Canada,India,4960759.0
2008,4436,2008,Korea,South Africa,4895897.0
2008,4385,2008,Denmark,India,4895770.0
2008,4483,2008,Sweden,South Africa,4556113.0
2008,4366,2008,Belgium,Brazil,4094556.0
2008,4390,2008,Finland,Colombia,3688224.0
2008,4452,2008,Netherlands,India,2920191.0
2008,4358,2008,Australia,South Africa,2917207.0
2008,4380,2008,Canada,Thailand,2821884.0
2008,4499,2008,United States,Chile,2780050.0
2008,4494,2008,United Kingdom,Colombia,2771733.0
2008,4490,2008,Switzerland,Thailand,2713169.0
2008,4489,2008,Switzerland,South Africa,2480192.0
2008,4360,2008,Austria,Brazil,2358915.0
2008,4423,2008,Italy,India,2311906.0
2008,4497,2008,United Kingdom,Thailand,2081723.0
2008,4485,2008,Switzerland,Brazil,2051557.0
2008,4388,2008,Finland,Brazil,2031086.0
2008,4363,2008,Austria,India,1957452.0
2008,4387,2008,Denmark,Thailand,1670623.0
2008,4484,2008,Sweden,Thailand,1420128.0
2008,4466,2008,Norway,Thailand,1215993.0
2008,4454,2008,Netherlands,Thailand,1133328.0
2008,4365,2008,Austria,Thailand,1112684.0
2008,4393,2008,Finland,Thailand,1056173.0
2008,4367,2008,Belgium,Chile,1020739.0
2008,4376,2008,Canada,Chile,1016840.0
2008,4425,2008,Italy,Thailand,832494.0
2008,4364,2008,Austria,South Africa,728111.0
2008,4479,2008,Sweden,Brazil,708127.0
2008,4486,2008,Switzerland,Chile,667266.0
2008,4371,2008,Belgium,Thailand,600905.0
2008,4449,2008,Netherlands,Brazil,596279.0
2008,4362,2008,Austria,Colombia,587104.0
2008,4434,2008,Korea,Colombia,568568.0
2008,4356,2008,Australia,Colombia,538915.0
2008,4477,2008,Spain,South Africa,475880.0
2008,4493,2008,United Kingdom,Chile,453002.0
2008,4354,2008,Australia,Brazil,417954.0
2008,4450,2008,Netherlands,Chile,372181.0
2008,4433,2008,Korea,Chile,371671.0
2008,4421,2008,Italy,Chile,287294.0
2008,4361,2008,Austria,Chile,204828.0
2008,4389,2008,Finland,Chile,198776.0
2008,4355,2008,Australia,Chile,144698.0
2008,4462,2008,Norway,Chile,137338.0
2008,4480,2008,Sweden,Chile,64194.0
2008,4478,2008,Spain,Thailand,57645.0
2009,4572,2009,Japan,India,1714800333.0
2009,4574,2009,Japan,Thailand,869932790.0
2009,4638,2009,United States,Colombia,852687358.0
2009,4633,2009,United Kingdom,India,850363364.0
2009,4549,2009,Germany,India,692396871.0
2009,4640,2009,United States,South Africa,569255052.0
2009,4546,2009,Germany,Brazil,269959488.0
2009,4544,2009,France,South Africa,218639031.0
2009,4550,2009,Germany,South Africa,154198646.0
2009,4598,2009,Norway,Brazil,146139520.0
2009,4639,2009,United States,India,142332973.0
2009,4613,2009,Spain,Colombia,134943493.0
2009,4540,2009,France,Brazil,99077903.0
2009,4591,2009,Netherlands,South Africa,85206946.0
2009,4634,2009,United Kingdom,South Africa,82947276.0
2009,4547,2009,Germany,Chile,78872675.0
2009,4641,2009,United States,Thailand,69802585.0
2009,4611,2009,Spain,Brazil,68031242.0
2009,4543,2009,France,India,67490963.0
2009,4578,2009,Korea,India,56332057.0
2009,4548,2009,Germany,Colombia,55947545.0
2009,4636,2009,United States,Brazil,55528517.0
2009,4577,2009,Korea,Colombia,52047245.0
2009,4602,2009,Norway,South Africa,46632519.0
2009,4575,2009,Korea,Brazil,44100124.0
2009,4537,2009,Finland,India,37372798.0
2009,4524,2009,Canada,Colombia,36322269.0
2009,4619,2009,Sweden,Colombia,34302462.0
2009,4601,2009,Norway,India,29893717.0
2009,4569,2009,Japan,Brazil,29335903.0
2009,4542,2009,France,Colombia,26456617.0
2009,4630,2009,United Kingdom,Brazil,26047106.0
2009,4625,2009,Switzerland,Colombia,22387934.0
2009,4551,2009,Germany,Thailand,19428015.0
2009,4520,2009,Belgium,South Africa,19384309.0
2009,4545,2009,France,Thailand,19296300.0
2009,4563,2009,Italy,Brazil,18781234.0
2009,4612,2009,Spain,Chile,18582815.0
2009,4526,2009,Canada,South Africa,16444774.0
2009,4622,2009,Sweden,Thailand,16281538.0
2009,4614,2009,Spain,India,15497255.0
2009,4566,2009,Italy,India,15295140.0
2009,4567,2009,Italy,South Africa,14594344.0
2009,4626,2009,Switzerland,India,14573861.0
2009,4600,2009,Norway,Colombia,14453554.0
2009,4571,2009,Japan,Colombia,13302353.0
2009,4541,2009,France,Chile,12866569.0
2009,4519,2009,Belgium,India,12661837.0
2009,4538,2009,Finland,South Africa,12298409.0
2009,4620,2009,Sweden,India,12012302.0
2009,4525,2009,Canada,India,11815678.0
2009,4589,2009,Netherlands,Colombia,11489662.0
2009,4570,2009,Japan,Chile,11484479.0
2009,4635,2009,United Kingdom,Thailand,11353058.0
2009,4621,2009,Sweden,South Africa,11316431.0
2009,4539,2009,Finland,Thailand,10904129.0
2009,4580,2009,Korea,Thailand,10699894.0
2009,4627,2009,Switzerland,South Africa,10476865.0
2009,4507,2009,Australia,India,10266366.0
2009,4590,2009,Netherlands,India,9166277.0
2009,4632,2009,United Kingdom,Colombia,8315457.0
2009,4573,2009,Japan,South Africa,6442129.0
2009,4533,2009,Denmark,South Africa,6374927.0
2009,4637,2009,United States,Chile,6258261.0
2009,4522,2009,Canada,Brazil,6055673.0
2009,4579,2009,Korea,South Africa,5540919.0
2009,4518,2009,Belgium,Colombia,4770542.0
2009,4516,2009,Belgium,Brazil,4340926.0
2009,4623,2009,Switzerland,Brazil,4143181.0
2009,4565,2009,Italy,Colombia,4061003.0
2009,4509,2009,Australia,Thailand,3946674.0
2009,4508,2009,Australia,South Africa,2910956.0
2009,4523,2009,Canada,Chile,2695273.0
2009,4513,2009,Austria,India,2573737.0
2009,4617,2009,Sweden,Brazil,2254078.0
2009,4536,2009,Finland,Colombia,2136139.0
2009,4510,2009,Austria,Brazil,2119177.0
2009,4534,2009,Finland,Brazil,1788136.0
2009,4517,2009,Belgium,Chile,1280986.0
2009,4624,2009,Switzerland,Chile,1255809.0
2009,4568,2009,Italy,Thailand,1076845.0
2009,4514,2009,Austria,South Africa,1054967.0
2009,4615,2009,Spain,South Africa,1025503.0
2009,4515,2009,Austria,Thailand,986619.0
2009,4592,2009,Netherlands,Thailand,948317.0
2009,4512,2009,Austria,Colombia,939607.0
2009,4527,2009,Canada,Thailand,782924.0
2009,4603,2009,Norway,Thailand,694142.0
2009,4631,2009,United Kingdom,Chile,647777.0
2009,4628,2009,Switzerland,Thailand,634289.0
2009,4616,2009,Spain,Thailand,533166.0
2009,4587,2009,Netherlands,Brazil,529179.0
2009,4588,2009,Netherlands,Chile,463616.0
2009,4618,2009,Sweden,Chile,387581.0
2009,4521,2009,Belgium,Thailand,370516.0
2009,4532,2009,Denmark,India,356552.0
2009,4505,2009,Australia,Chile,290448.0
2009,4535,2009,Finland,Chile,203937.0
2009,4511,2009,Austria,Chile,197669.0
2009,4504,2009,Australia,Brazil,183166.0
2009,4564,2009,Italy,Chile,127644.0
2009,4576,2009,Korea,Chile,123766.0
2009,4531,2009,Denmark,Chile,87965.0
2009,4506,2009,Australia,Colombia,82474.0
2009,4599,2009,Norway,Chile,15246.0
2010,4716,2010,Japan,India,2719060010.0
2010,4792,2010,United States,Colombia,673871768.0
2010,4794,2010,United States,South Africa,561498705.0
2010,4718,2010,Japan,Thailand,371715084.0
2010,4787,2010,United Kingdom,India,305102915.0
2010,4689,2010,Germany,Brazil,301612818.0
2010,4692,2010,Germany,India,298127844.0
